id,routeId,shape,topic,title,instruction,input,support,model,grammar,partner,criterion,retry
dq-0-circle-11,route-0,circle,kennismaken,Vertel kort,Wie zit er naast je?,,… zit naast mij.,Noor zit naast mij.,tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-circle-12,route-0,circle,kennismaken,Vertel kort,Hoe gaat het met je?,,"Goed, … / Niet zo …","Goed, dank je.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-circle-13,route-0,circle,spullen,Vertel kort,Waar is jouw tas?,,Mijn tas staat …,Mijn tas staat hier.,tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-circle-14,route-0,circle,spullen,Vertel kort,Wat zit er in jouw tas?,,Er zit … in mijn tas.,Er zit een boek in mijn tas.,tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-circle-15,route-0,circle,dagelijks,Vertel kort,Wat doe jij vandaag?,,Ik … vandaag.,Ik werk vandaag.,tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-01,route-0,square,dagelijks,Geef antwoord,Woon jij in de stad?,,"Ja, ik woon … / Nee, ik woon …","Ja, ik woon in de stad.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-02,route-0,square,spullen,Geef antwoord,Draag jij vandaag een trui?,,"Ja, ik draag … / Nee, ik draag …","Ja, ik draag een trui.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-03,route-0,square,dagelijks,Geef antwoord,Drink jij koffie?,,"Ja, ik drink … / Nee, ik drink …","Nee, ik drink thee.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-04,route-0,square,onderweg,Geef antwoord,Heb jij een fiets?,,"Ja, ik heb … / Nee, ik heb geen …","Ja, ik heb een fiets.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-05,route-0,square,spullen,Geef antwoord,Heb jij een pen?,,"Ja, ik heb … / Nee, ik heb geen …","Nee, ik heb geen pen.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-06,route-0,square,dagelijks,Geef antwoord,Spreek jij Engels?,,"Ja, ik spreek … / Nee, ik spreek geen …","Ja, ik spreek Engels.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-07,route-0,square,onderweg,Geef antwoord,Kom jij met de bus?,,"Ja, ik kom … / Nee, ik kom …","Nee, ik kom met de fiets.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-08,route-0,square,dagelijks,Geef antwoord,Eet jij graag brood?,,"Ja, ik eet graag … / Nee, ik eet liever …","Ja, ik eet graag brood.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-09,route-0,square,dagelijks,Geef antwoord,Ben jij moe?,,"Ja, ik ben … / Nee, ik ben niet …","Ja, ik ben moe.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-10,route-0,square,kennismaken,Geef antwoord,Heb jij het koud?,,"Ja, ik heb het … / Nee, ik heb het …","Nee, ik heb het warm.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-11,route-0,square,in-de-les,Geef antwoord,Heb jij vandaag les?,,"Ja, ik heb … / Nee, ik heb geen …","Ja, ik heb vandaag les.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-12,route-0,square,dagelijks,Geef antwoord,Woon jij in een huis?,,"Ja, ik woon … / Nee, ik woon …","Nee, ik woon in een flat.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-13,route-0,square,dagelijks,Geef antwoord,Lees jij graag?,,"Ja, ik … / Nee, ik … niet graag.","Ja, ik lees graag.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-14,route-0,square,dagelijks,Geef antwoord,Kook jij vandaag?,,"Ja, ik … / Nee, ik … niet.","Ja, ik kook vandaag.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-square-15,route-0,square,dagelijks,Geef antwoord,Luister jij graag naar muziek?,,"Ja, ik luister graag … / Nee, ik …","Ja, ik luister graag naar muziek.",tegenwoordige tijd; korte antwoordzinnen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-01,route-0,triangle,dagelijks,Kies,Drink jij liever koffie of thee?,,Ik drink liever …,Ik drink liever thee.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-02,route-0,triangle,dagelijks,Kies,Eet jij liever brood of rijst?,,Ik eet liever …,Ik eet liever rijst.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-03,route-0,triangle,onderweg,Kies,Ga jij liever lopen of fietsen?,,Ik ga liever …,Ik ga liever fietsen.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-04,route-0,triangle,spullen,Kies,Welke kleur vind jij mooi: blauw of rood?,,Ik vind … mooi.,Ik vind blauw mooi.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-05,route-0,triangle,dagelijks,Kies,Drink jij liever water of sap?,,Ik drink liever …,Ik drink liever water.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-06,route-0,triangle,dagelijks,Kies,Eet jij liever een appel of een banaan?,,Ik eet liever …,Ik eet liever een banaan.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-07,route-0,triangle,spullen,Kies,Lees jij liever een boek of een krant?,,Ik lees liever …,Ik lees liever een boek.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-08,route-0,triangle,dagelijks,Kies,Kook jij liever rijst of pasta?,,Ik kook liever …,Ik kook liever pasta.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-09,route-0,triangle,dagelijks,Kies,Ben jij liever binnen of buiten?,,Ik ben liever …,Ik ben liever buiten.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-10,route-0,triangle,dagelijks,Kies,Werk jij liever 's ochtends of 's avonds?,,Ik werk liever …,Ik werk liever 's ochtends.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-11,route-0,triangle,onderweg,Kies,Reis jij liever met de bus of met de trein?,,Ik reis liever met …,Ik reis liever met de trein.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-12,route-0,triangle,spullen,Kies,Draag jij liever een trui of een vest?,,Ik draag liever …,Ik draag liever een trui.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-13,route-0,triangle,spullen,Kies,Schrijf jij liever met een pen of een potlood?,,Ik schrijf liever met …,Ik schrijf liever met een pen.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-14,route-0,triangle,dagelijks,Kies,Drink jij thee met of zonder suiker?,,Ik drink thee … suiker.,Ik drink thee zonder suiker.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-triangle-15,route-0,triangle,dagelijks,Kies,Eet jij brood met kaas of met jam?,,Ik eet brood met …,Ik eet brood met kaas.,ik + werkwoord; een voorkeur of keuze noemen,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De keuze is duidelijk; beide opties kunnen passend zijn.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-01,route-0,diamond,dagelijks,Reageer,Wil je koffie?,,"Ja, … / Nee, …","Ja, graag.",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-02,route-0,diamond,dagelijks,Reageer,Ik heet Noor. Hoe heet jij?,,Ik heet …,Ik heet Amir.,vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-03,route-0,diamond,spullen,Reageer,Welke pen wil je lenen: blauw of zwart?,,"De … pen, graag.","De zwarte pen, graag.",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-04,route-0,diamond,spullen,Reageer,Je zoekt een boek. Kan ik je helpen?,,"Ja, waar is …?","Ja, waar is het lesboek?",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-05,route-0,diamond,winkelen,Reageer,Wil je nog een broodje?,,"Ja, … / Nee, …","Nee, dank je.",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-06,route-0,diamond,dagelijks,Reageer,Je thee is klaar. Wil je suiker?,,"Zonder …, graag.","Zonder suiker, graag.",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-07,route-0,diamond,dagelijks,Reageer,De winkel sluit. Ben je klaar?,,"Ja, ik ben … / Nog …","Ja, ik ben klaar.",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-08,route-0,diamond,spullen,Reageer,Wil je een tas voor je boodschappen?,,"Nee, ik heb … / Ja, …","Nee, ik heb een tas.",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-09,route-0,diamond,dagelijks,Reageer,Deze stoel is vrij. Wil je hier zitten?,,"Ja, … / Nee, …","Ja, dank je.",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-10,route-0,diamond,spullen,Reageer,Het is warm. Mag het raam open?,,"Ja, dat … / Liever …","Ja, dat mag.",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
dq-0-diamond-11,route-0,diamond,dagelijks,Reageer,De oefening is klaar. Wil je pauze?,,"Ja, even … / Nee, …","Ja, even pauze.",vaste uitdrukkingen: iets aannemen of afslaan,Docent of cursist leest de vraag voor en luistert. Geen verplichte tweede spreekrol. Wissel pas na het antwoord van spreker.,"Eén begrijpelijk woord, ja/nee of een korte vaste reactie beantwoordt de vraag. Geen reden verplicht. De reactie past bij de gegeven situatie en verzint geen tegenstrijdige feiten.",Optioneel: beantwoord de vraag opnieuw met één ander woord of een andere korte reactie.
